epoch,loss,val_loss
5,-0.04831258878622153,-0.025052065633841464
6,-0.045870995867822395,-0.02518640861317918
7,-0.04426686407847179,-0.02567511676131068
8,-0.04901850805617869,-0.02593086292413441
9,-0.050478556293419144,-0.026530426700372953
10,-0.053423928405190335,-0.02656679295909566
11,-0.0468118585832417,-0.02722186333424336
12,-0.04614455035260441,-0.027452394589655905
13,-0.05571210288111395,-0.027823062734667572
14,-0.04892106244404768,-0.027932318084539574
15,-0.05138124164581399,-0.02909941851097043
16,-0.0629944222420454,-0.029720027415031516
17,-0.05164634287102173,-0.029662937026571582
18,-0.06089653082191944,-0.03009280179803436
19,-0.057142604907898055,-0.029909313832585875
20,-0.055445972188199695,-0.030323294167583052
21,-0.06317472243553972,-0.03184012696146965
22,-0.05742938601530638,-0.03134640987735946
23,-0.06099380827027148,-0.03187724464648479
24,-0.06415388413478394,-0.031946910708840634
25,-0.06325379432160028,-0.03311106753913132
26,-0.0632007287750984,-0.032975511922936795
27,-0.07039072354362436,-0.03355591623364268
28,-0.06344514018425412,-0.03472084301442059
29,-0.06994957168705311,-0.03508072939262461
30,-0.06941995737017007,-0.03462280808142512
31,-0.07086646076090433,-0.03578358898694451
32,-0.061856494285166264,-0.03663748079860533
33,-0.07114486173170324,-0.036981861484614575
34,-0.06084282434976741,-0.03668548690306174
35,-0.08051912464201451,-0.037191623368778744
36,-0.06938568376004696,-0.037518621296496
37,-0.08414628218910465,-0.03866231326970297
38,-0.06851054033000223,-0.03845712321030127
39,-0.08186380580067634,-0.039281768397100875
40,-0.07230214421086166,-0.03970536730579428
41,-0.08848353497834013,-0.04073023495085222
42,-0.08044529217455922,-0.039869930969576375
43,-0.08363362222909927,-0.04135821890589353
44,-0.09029333468298523,-0.040747517266789
45,-0.07343293741753656,-0.042891026499706345
46,-0.08954875281193113,-0.043639592423632335
47,-0.08502967173233628,-0.04402356473980723
48,-0.08242925021472393,-0.04508614799360166
49,-0.08575455445796251,-0.0456866832257121
50,-0.07828538816097198,-0.04488946331312527
51,-0.09529115542169385,-0.04671886528061854
52,-0.08546430990099907,-0.045756987321215706
53,-0.08966264786989722,-0.04763120427929066
54,-0.0903179159761278,-0.04862713231075857
55,-0.09499264808648543,-0.048725218436605225
56,-0.09253412690138657,-0.04961833765579236
57,-0.10031180906315777,-0.04967042622534004
58,-0.09632720474204788,-0.0442823145437885
59,-0.09279074050435746,-0.05160409363137709
60,-0.09529150277376175,-0.050395879391077404
61,-0.10039093512916725,-0.0520719791938727
62,-0.10534405426728545,-0.05365262958346992
63,-0.1069174512251191,-0.05409409067170934
64,-0.10756548342047906,-0.05368533891600531
65,-0.10443054097110793,-0.05422419329752793
66,-0.10059295336202699,-0.05399132862284377
67,-0.10932751355313199,-0.05710068465890111
68,-0.10310777710521057,-0.05475702438805554
69,-0.10453239001333714,-0.05522900598274695
70,-0.1246590718626976,-0.05636848408628155
71,-0.12018852575203857,-0.05511682712145754
72,-0.1097498512216683,-0.059684506441290315
73,-0.10853226258590513,-0.05850515635432424
74,-0.1193597249236683,-0.06180747933182362
75,-0.1281174041126689,-0.05693721290039417
76,-0.11934525881932206,-0.061882766114698874
77,-0.12667904009336028,-0.06197418514135722
78,-0.114108728627636,-0.06273081280552426
79,-0.11991383849546827,-0.06292634293739055
80,-0.13064217597446184,-0.06432833703788551
81,-0.11961271485891392,-0.06401190257354362
82,-0.1272564934939146,-0.06309212099861454
83,-0.1335269705442762,-0.06719165000312559
84,-0.1339530642239415,-0.06784861434150387
85,-0.14238958279728084,-0.06550671824732342
86,-0.13415477802492168,-0.0668985027966571
87,-0.14643230983247496,-0.06814204458449338
88,-0.11971129350721428,-0.06642395257949829
89,-0.1444680370639193,-0.06993683406177002
90,-0.13638475159183144,-0.0697014210997401
91,-0.14446272336203478,-0.07260896859539522
92,-0.12980487249020872,-0.07125874506813046
93,-0.157757450099269,-0.07087144084476135
94,-0.1347114641067325,-0.07348940310043257
95,-0.14997277572751044,-0.07415965861464674
96,-0.15626496315002442,-0.07466529869801693
97,-0.14044646908772873,-0.07363588347829678
98,-0.15376928221627043,-0.07549237288736008
99,-0.15614276035078642,-0.08023725207690527
100,-0.1499543577759854,-0.07755600142519216
101,-0.15861877508155287,-0.07427893381136465
102,-0.13170360817477622,-0.07808622758130769
103,-0.16775668695569038,-0.0802207989869891
104,-0.16038143685827516,-0.08194910087321831
105,-0.15409585927957542,-0.08036435888828458
106,-0.15707574516534806,-0.08171321693304423
107,-0.15510011933846016,-0.08085774660513208
108,-0.16587564894216972,-0.08289768812538473
109,-0.16636570039633158,-0.08373116718890693
110,-0.15802691697046675,-0.08201646281255258
111,-0.17111525839607186,-0.0862961228232126
112,-0.16871248124396965,-0.08358913717613078
113,-0.15951579930830975,-0.07971938160124681
114,-0.16688845798897672,-0.0822492549951012
115,-0.17789704760385527,-0.08383344355467204
116,-0.17997665517032146,-0.08765111309598118
117,-0.17882466575483214,-0.08271457008211999
118,-0.17340669300932213,-0.08748004152098351
119,-0.18513261363522648,-0.08468957929997831
120,-0.17882306184116248,-0.09313638085449064
121,-0.17210686386659227,-0.08971892745358372
122,-0.19914664775133134,-0.09114761678250255
123,-0.17230483517050743,-0.0928946087086523
124,-0.18255471544606344,-0.09354120372114955
125,-0.16400666669911187,-0.09441858872368529
126,-0.18459032257890393,-0.09572535516734403
127,-0.1788791499629214,-0.09446936772783866
128,-0.18789457127451897,-0.09731532582962835
129,-0.1929587752327023,-0.09424191965041934
130,-0.1940047088135409,-0.10138355910375312
131,-0.18905581343894037,-0.0993397038530659
132,-0.20125701248645783,-0.0978878225023682
133,-0.19242398905861255,-0.1021649942204759
134,-0.20261563044296552,-0.0983550721729124
135,-0.201587992310524,-0.1055577340460307
136,-0.1966136466936777,-0.09991637838853372
137,-0.19002802541543698,-0.10176897934965186
138,-0.22238489245408333,-0.10061267944606575
139,-0.19894784339543048,-0.10036892767016685
140,-0.20246777911575473,-0.09723424755439565
141,-0.20511203914280707,-0.09698059034563876
142,-0.20802137143399618,-0.10602549080913132
143,-0.21357826739549637,-0.10143806893295385
144,-0.19838402211666106,-0.0970153503019262
145,-0.22326300770044327,-0.11251387322271192
146,-0.2021088201093347,-0.1105065781220391
147,-0.21937727848155386,-0.10155486536992563
148,-0.21777055352926256,-0.10506653395871557
149,-0.23991564130538132,-0.10692240919510172
150,-0.2243377631342651,-0.10641664347133122
151,-0.23174569113501187,-0.11143867800350328
152,-0.20725116033006358,-0.10941162823724586
153,-0.22381594644425667,-0.11234975495451205
154,-0.23422810085267828,-0.10731523583849226
155,-0.22218346729169827,-0.10813100736688923
156,-0.22783650386415116,-0.1112615319623335
157,-0.2211930301724648,-0.11765056993258563
158,-0.21935234133829207,-0.10729350797248265
159,-0.24187012016773224,-0.11442401521914713
160,-0.23847448886657246,-0.11617066811870884
161,-0.2175832158767137,-0.11590655309122962
162,-0.23334249649962333,-0.11432994418853037
163,-0.22180495911196574,-0.1158939810167696
164,-0.23245742977065528,-0.11742504288417262
165,-0.24353509791345404,-0.12521040399332303
166,-0.22955352639498777,-0.11356221099157592
167,-0.24995393097400664,-0.11513489454581931
168,-0.2344666354510249,-0.11786962159582086
169,-0.23940902312735576,-0.10909831780638243
170,-0.24494701829449883,-0.1201452645095619
171,-0.2344800577171751,-0.11886702162219326
172,-0.24996859560141693,-0.11917386662114311
173,-0.24697449590835796,-0.11945068675118524
174,-0.24096535906499747,-0.11684508596521777
175,-0.24453793376684188,-0.1213615987751935
176,-0.2428446582531276,-0.12322202969241787
177,-0.26473684486461013,-0.11898771889910505
178,-0.27517696439817146,-0.11249974320368916
179,-0.2637452930212021,-0.12005229188631543
180,-0.2550456401419966,-0.12456284463405609
181,-0.2576793766751581,-0.1202126806216453
182,-0.261801414859706,-0.11940926912467222
183,-0.27820042809661555,-0.1290848223624552
184,-0.25253832840347945,-0.12907020949028633
185,-0.24914743021331928,-0.11821386046908997
186,-0.2504710251012364,-0.12380313067822843
187,-0.284888419508934,-0.12597275746835246
188,-0.2825024127960205,-0.12842015680429097
189,-0.2664629802107811,-0.12161241189853565
190,-0.25070582612140757,-0.12383132709844692
191,-0.27693851470947267,-0.11695803742151002
192,-0.2594555206346832,-0.11721656733268015
193,-0.26352246957165854,-0.12183318755312546
194,-0.2843881005048752,-0.1280849855896589
195,-0.282727982012593,-0.12713321584364953
196,-0.26489735349712756,-0.12896313547232263
197,-0.2822857314364282,-0.125869850042855
198,-0.2752546989917755,-0.12935974401723896
199,-0.25338139579103747,-0.13169711425497727
200,-0.273685704080426,-0.12932973214097926
201,-0.2827420046617245,-0.1345688794815057
202,-0.3136244768629203,-0.13132638061368787
203,-0.2406174824541847,-0.12932749414766156
204,-0.288857689499855,-0.1326700014037055
205,-0.2880407116703085,-0.13100208382348758
206,-0.31489805207156496,-0.14014723487520855
207,-0.28227320334007,-0.13562160112856825
208,-0.26868773251771927,-0.1321077957447316
209,-0.3244024757170837,-0.12993140961672808
210,-0.3124643703167503,-0.1320247192983621
211,-0.28359311486820915,-0.13169846774355784
212,-0.28232893864719233,-0.13329581745170258
213,-0.30570282638072965,-0.13628676456219918
214,-0.2920532843021497,-0.1352112077780672
215,-0.3032615298032761,-0.1350040745896262
216,-0.3080761783743558,-0.1348651438146024
217,-0.30876012332737446,-0.1400073357438313
218,-0.29179845800335774,-0.1336741133316143
219,-0.30919611053978835,-0.13831169097810178
220,-0.30676530039793737,-0.1440183214239172
221,-0.280263911485672,-0.14099068295311284
222,-0.30226000245303325,-0.14089874439948313
223,-0.2955623008821109,-0.14006763261056984
224,-0.30375555218899086,-0.13875820819993276
225,-0.329901644708337,-0.14877635079461174
226,-0.31823647445118103,-0.14497975441249641
227,-0.318950452917331,-0.14764717764951088
228,-0.3103911657722629,-0.1442796371348605
229,-0.3148130464553833,-0.136588356382138
230,-0.28564340180280257,-0.1407722978792048
231,-0.30962376194457486,-0.14731072654595245
232,-0.31258813553565257,-0.14457758898670608
233,-0.3327685798309287,-0.14512599320025057
234,-0.32749572784116826,-0.1455879662487958
235,-0.3463760183469669,-0.15087369779074514
236,-0.29328315062065646,-0.15467797585606113
237,-0.2939678636573305,-0.14409598120098077
238,-0.3146318242467683,-0.1486495386909794
239,-0.3231292792728969,-0.14240500894752708
240,-0.33863345502990566,-0.1419746513302262
241,-0.32801500297322567,-0.14633495561979912
242,-0.3376171471097985,-0.14860180986894145
243,-0.3150568117161055,-0.14674544345292065
244,-0.3169733961956613,-0.1518924506129445
245,-0.32751165330410004,-0.15242152221800653
246,-0.3151276808977127,-0.15964902897138852
247,-0.342975751465599,-0.16015959994213
248,-0.33344307171887366,-0.1594750713395754
249,-0.31549397110939026,-0.15531857351999026
250,-0.3230007202649603,-0.14954110839076945
251,-0.33441227316856387,-0.13563181620997353
252,-0.32916445591270105,-0.15242460490884008
253,-0.3264046675852827,-0.15367349821168022
254,-0.3373232144733955,-0.1565456722174037
255,-0.3393677289053898,-0.1506770059869096
256,-0.3219906809378643,-0.1649538854992873
257,-0.314593999969716,-0.15480244481885755
258,-0.35862977619040504,-0.1560640340117184
259,-0.3293991984937015,-0.1611235471996101
260,-0.3548902553319931,-0.16475230213758107
261,-0.3363528001308441,-0.15527696021505305
262,-0.3462773360110618,-0.14904514520469037
263,-0.3228675807650025,-0.1579631792532431
264,-0.3510694559788544,-0.15832879253335902
265,-0.31699660110191025,-0.15637968158399737
266,-0.3507516187429428,-0.15885898370195078
267,-0.3418823231239708,-0.1572803258895874
268,-0.3545613777637482,-0.15132738851212166
269,-0.32950007975906936,-0.1635141050493395
270,-0.3386276364326477,-0.16306742220311551
271,-0.33880747079849244,-0.1652082873357309
272,-0.34059119285369405,-0.15771949693963333
273,-0.34925609086983955,-0.1514922774119957
274,-0.35787234246730804,-0.15900061526209922
275,-0.3508212323091468,-0.16932802395643415
276,-0.3448844323022254,-0.1644068522218178
277,-0.3437809747457504,-0.15996624661941472
278,-0.3526202925556415,-0.16705388840302868
279,-0.3555511253661123,-0.1667791826499475
280,-0.3455310962944223,-0.16363433164519234
281,-0.3808123353792697,-0.17123599229632197
282,-0.3473823269879496,-0.16803344256068403
283,-0.3723932732671699,-0.16135211248655576
284,-0.37967115085700465,-0.17132585804009412
285,-0.3624793668182529,-0.1572341561439906
286,-0.35764682170462936,-0.15946406258326778
287,-0.36550923503678423,-0.1691012873339492
288,-0.3853543960564845,-0.15012823649354884
289,-0.34719375674038716,-0.1671570346162126
290,-0.3809946130061972,-0.16064232990548416
291,-0.32419221103191376,-0.1601096725947148
292,-0.3775390721097284,-0.15230556037528692
293,-0.34771221896697735,-0.16751075596422763
294,-0.3799858634569207,-0.15058017597609274
295,-0.35527431657217595,-0.16742853880734057
296,-0.3642598154215977,-0.15654207519381433
297,-0.3651742548555941,-0.16446692355581233
298,-0.3795170103471395,-0.16686095981984525
299,-0.36443317701687683,-0.16326614811613754
300,-0.3810666251826931,-0.1762957615522995
301,-0.37626919828612226,-0.15656293727256157
302,-0.3558053879105315,-0.1584431465071309
303,-0.36149257829744524,-0.17229764606501605
304,-0.36476813518517726,-0.1676353731670895
305,-0.3858953996284588,-0.16925495233059534
306,-0.3705122311637826,-0.1597916574494259
307,-0.346800223492936,-0.16565777361392975
308,-0.3726298978475675,-0.17289862197798653
309,-0.3895946657412673,-0.1776299984068484
310,-0.3750030094221847,-0.1632220712867943
311,-0.3658421452703147,-0.17736205780576564
312,-0.37287626157001574,-0.1656843294968476
313,-0.36166628010827917,-0.16346215406382406
314,-0.39546262074823246,-0.15407068604553067
315,-0.3717874130546647,-0.167951851277738
316,-0.3906549289308745,-0.16528752325354396
317,-0.3933916736622246,-0.17239770499636997
318,-0.37477523006805,-0.18594638706030606
319,-0.3890172028541565,-0.17489122005462673
320,-0.3734577957489719,-0.17567386578869176
321,-0.35776954285196355,-0.16558833055298877
322,-0.41188153114220866,-0.17276532182822357
323,-0.38537622258167137,-0.17292495207061007
324,-0.39130480647087096,-0.16765276483587316
325,-0.4146471230351195,-0.17495062383445534
326,-0.3528816210659775,-0.16412541229982633
327,-0.3957603841411824,-0.1766676098907467
328,-0.359974668246426,-0.16950333007686846
329,-0.4084199219942093,-0.17654085562035843
330,-0.37516283082800944,-0.16971372994216713
331,-0.38832563465955305,-0.16297185179349538
332,-0.3822411447763443,-0.16357379128552368
333,-0.383094637369623,-0.17453088832868113
334,-0.3981258656297411,-0.16362988223900665
335,-0.3957583494234405,-0.1739877196582588
336,-0.36612774733756037,-0.17935161655013626
337,-0.38401849269866944,-0.17513430865088792
338,-0.3925993353128433,-0.17420052757134308
339,-0.3760216381098773,-0.16980497901504105
340,-0.39625628232955934,-0.17279251040639104
341,-0.4077255307017146,-0.16837756859289632
342,-0.38047139942646024,-0.16587097517865274
343,-0.4052090506367805,-0.17454841858833223
344,-0.37432770101016,-0.18536800709930626
345,-0.4293224680423737,-0.17607082435829766
346,-0.4012367767947061,-0.16351794672978892
347,-0.4054911039512733,-0.1644654402861724
348,-0.440691237449646,-0.17363729831334707
0,-0.394270073460496,-0.17394257276444822
1,-0.3875776574127656,-0.1781597572403985
2,-0.384492872187691,-0.17666363555031853
3,-0.3833324308781063,-0.16400442171741175
